system:index,B1_median,B2_count,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,NO3,cloud_cover,date,elev,img_qual,lat,lon,ppt,radsat_qa_median,sensor,solar_az,solar_zen,sr_atmos_opacity_median,sr_cloud_qa_median,.geo
1_1_LT05_032029_20100725_00000000000000000011,611.0,15,986.0,977.0,2494.0,2891.0,3040.0,1717.0,1.77,0.0,2010-07-25,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,135.489914,31.41431,9.0,0.0,
1_1_LT05_032029_20100810_00000000000000000011,564.0,15,923.0,899.0,2572.0,2846.0,3048.0,1635.0,1.77,2.0,2010-08-10,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,139.700638,34.846912,20.0,0.0,
1_1_LT05_032029_20100826_00000000000000000011,701.0,15,1057.0,1202.0,2569.0,3162.0,3112.0,1924.0,1.77,0.0,2010-08-26,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,144.795395,39.095413,9.0,0.0,
1_1_LT05_032029_20100911_00000000000000000011,749.0,15,1156.0,1402.0,2492.0,3364.0,2998.0,2050.0,1.77,0.0,2010-09-11,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,149.964935,44.026844,9.0,0.0,
1_1_LT05_032029_20100927_00000000000000000011,826.0,15,1196.0,1475.0,2192.0,3427.0,2977.0,2239.0,1.77,0.0,2010-09-27,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,154.572205,49.419128,9.0,0.0,
1_1_LT05_032029_20110813_00000000000000000011,610.0,15,888.0,933.0,2453.0,2887.0,3032.0,1610.0,1.77,4.0,2011-08-13,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,139.985153,35.696472,11.0,0.0,
1_1_LT05_032029_20110930_00000000000000000011,804.0,15,1194.0,1539.0,2239.0,3344.0,2981.0,2157.0,1.77,0.0,2011-09-30,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,154.748779,50.49279,9.0,0.0,
1_1_LT05_032030_19840514_00000000000000000011,882.0,15,1255.0,1357.0,2364.0,3418.0,2968.0,2315.0,1.77,30.0,1984-05-14,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,129.455002,32.943314,21.0,0.0,
1_1_LT05_032030_19840717_00000000000000000011,640.0,15,986.0,1087.0,2554.0,3070.0,3092.0,1910.0,1.77,0.0,1984-07-17,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,123.829422,32.441597,9.0,0.0,
1_1_LT05_032030_19850501_00000000000000000011,995.0,15,1294.0,1425.0,2197.0,3497.0,3052.0,2479.0,1.77,0.0,1985-05-01,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,133.703476,35.646938,62.0,0.0,
1_1_LT05_032030_19850720_00000000000000000011,985.0,15,1364.0,1585.0,2396.0,3913.0,3100.0,2779.0,1.77,41.0,1985-07-20,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,124.69725,32.71965,92.0,0.0,
1_1_LT05_032030_19850805_00000000000000000011,944.0,15,1239.0,1448.0,2166.0,3824.0,3100.0,2748.0,1.77,0.0,1985-08-05,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,128.871872,35.611389,88.0,0.0,
1_1_LT05_032030_19850821_00000000000000000011,969.0,15,1282.0,1464.0,2254.0,3683.0,3032.0,2673.0,1.77,12.0,1985-08-21,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,134.292725,39.278599,96.0,0.0,
1_1_LT05_032030_19850906_00000000000000000011,871.0,15,1193.0,1356.0,2108.0,3727.0,3112.0,2759.0,1.77,0.0,1985-09-06,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,140.106918,43.630577,31.0,0.0,
1_1_LT05_032030_19860504_00000000000000000011,829.0,15,1171.0,1187.0,2401.0,3449.0,3048.0,2425.0,1.77,0.0,1986-05-04,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,131.071899,35.735168,9.0,0.0,
1_1_LT05_032030_19860520_00000000000000000011,642.0,15,983.0,991.0,2629.0,2897.0,2968.0,1805.0,1.77,0.0,1986-05-20,733,7.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,126.752373,32.554329,34.0,0.0,
1_1_LT05_032030_19860723_00000000000000000011,688.0,15,1061.0,1124.0,2544.0,3195.0,3068.0,1973.0,1.77,11.0,1986-07-23,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,122.824471,34.321796,10.0,0.0,
1_1_LT05_032030_19860824_00000000000000000011,818.0,15,1174.0,1368.0,2582.0,3475.0,3072.0,2367.0,1.77,8.0,1986-08-24,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,132.613113,41.091808,21.0,0.0,
1_1_LT05_032030_19860909_00000000000000000011,1024.0,15,1323.0,1412.0,2593.0,3195.0,2897.0,2055.0,1.77,41.0,1986-09-09,733,7.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,138.355728,45.481873,137.0,0.0,
1_1_LT05_032030_19860925_00000000000000000011,658.0,15,952.0,1001.0,2159.0,2982.0,2915.0,1847.0,1.77,0.0,1986-09-25,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,143.703949,50.38755,9.0,0.0,
1_1_LT05_032030_19870507_00000000000000000011,682.0,15,977.0,986.0,2331.0,2896.0,3019.0,1818.0,1.77,0.0,1987-05-07,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,130.063004,35.166676,96.0,0.0,
1_1_LT05_032030_19870710_00000000000000000011,740.0,15,1093.0,1181.0,2565.0,3040.0,3007.0,1692.0,1.77,21.0,1987-07-10,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,121.547264,31.950207,18.0,0.0,
1_1_LT05_032030_19870726_00000000000000000011,733.0,15,1135.5,1269.0,2425.0,3300.0,3096.0,1994.0,1.77,0.0,1987-07-26,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,124.642998,34.181023,9.0,0.0,
1_1_LT05_032030_19870811_00000000000000000011,801.0,15,1175.0,1356.0,2256.0,3353.0,3092.0,2152.0,1.77,7.0,1987-08-11,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,129.547958,37.240246,18.0,0.0,
1_1_LT05_032030_19870912_00000000000000000011,792.0,15,1125.0,1332.0,2055.0,3424.0,3019.0,2224.0,1.77,0.0,1987-09-12,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,141.363251,45.503311,9.0,0.0,
1_1_LT05_032030_19870928_00000000000000000011,1013.0,15,1488.0,1813.0,2590.0,4275.0,2968.0,2951.0,1.77,16.0,1987-09-28,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,146.751221,50.465137,104.0,4.0,
1_1_LT05_032030_19880610_00000000000000000011,848.0,15,1168.0,1223.0,2483.0,3253.0,3080.0,2045.0,1.77,20.0,1988-06-10,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,124.153801,29.685192,153.0,0.0,
1_1_LT05_032030_19880728_00000000000000000011,929.0,15,1239.0,1429.0,2724.0,3624.0,3080.0,2238.0,1.77,4.0,1988-07-28,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,126.957207,33.975971,275.0,0.0,
1_1_LT05_032030_19880813_00000000000000000011,852.0,15,1205.0,1419.0,2294.0,3510.0,3100.0,2207.0,1.77,0.0,1988-08-13,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,131.948792,37.264217,59.0,0.0,
1_1_LT05_032030_19880829_00000000000000000011,909.0,15,1289.0,1532.0,2307.0,3602.0,3088.0,2420.0,1.77,0.0,1988-08-29,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,137.727463,41.292171,8.0,0.0,
1_1_LT05_032030_19880930_00000000000000000011,873.0,15,1189.0,1416.0,1964.0,3360.0,2951.0,2251.0,1.77,7.0,1988-09-30,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,148.536804,51.059105,9.0,0.0,
1_1_LT05_032030_19890528_00000000000000000011,718.0,15,987.0,1026.0,2128.0,3047.0,3088.0,1985.0,1.77,0.0,1989-05-28,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,126.056023,30.899841,74.0,0.0,
1_1_LT05_032030_19890731_00000000000000000011,901.0,15,1198.0,1443.0,2073.0,3619.0,3138.0,2626.0,1.77,0.0,1989-07-31,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,126.444893,35.061176,76.0,0.0,
1_1_LT05_032030_19890816_00000000000000000011,924.0,15,1266.0,1517.0,2072.0,3297.0,3036.0,2377.0,1.77,6.0,1989-08-16,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,131.518768,38.492661,133.0,0.0,
1_1_LT05_032030_19890901_00000000000000000011,891.0,15,1239.0,1538.0,2078.0,3691.0,3064.0,2600.0,1.77,27.0,1989-09-01,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,137.248825,42.627068,51.0,0.0,
1_1_LT05_032030_19890917_00000000000000000011,895.0,15,1245.0,1411.0,1900.0,3527.0,3064.0,2592.0,1.77,11.0,1989-09-17,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,142.853745,47.354374,8.0,0.0,
1_1_LT05_032030_19900531_00000000000000000011,1045.0,15,1350.0,1349.0,2605.0,3014.0,2874.0,2048.0,1.77,32.0,1990-05-31,733,7.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,122.688744,31.836536,181.0,0.0,
1_1_LT05_032030_19910806_00000000000000000011,769.0,15,1129.0,1345.0,2851.0,3198.0,3048.0,1931.0,1.77,3.0,1991-08-06,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,127.014229,36.62072,13.0,0.0,
1_1_LT05_032030_19910822_00000000000000000011,952.0,15,1343.0,1522.0,3145.0,3682.0,3088.0,2239.0,1.77,19.0,1991-08-22,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,132.578644,40.200016,99.0,0.0,
1_1_LT05_032030_19920520_00000000000000000011,891.0,15,1248.0,1347.0,2530.0,3276.0,3060.0,2057.0,1.77,0.0,1992-05-20,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,126.36013,32.574951,88.0,0.0,
1_1_LT05_032030_19920621_00000000000000000011,829.0,15,1236.0,1243.0,2567.0,3149.0,2998.0,1916.0,1.77,18.0,1992-06-21,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,120.358505,30.937111,101.0,0.0,
1_1_LT05_032030_19920707_00000000000000000011,798.0,15,1139.0,1107.0,2862.0,3083.0,2977.0,1734.0,1.77,59.0,1992-07-07,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,120.507874,32.139835,154.0,0.0,
1_1_LT05_032030_19920909_00000000000000000011,722.0,15,1045.0,1149.0,2427.0,3211.0,2942.0,1970.0,1.77,0.0,1992-09-09,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,138.996368,45.472893,11.0,0.0,
1_1_LT05_032030_19930507_00000000000000000011,863.0,15,1160.0,1304.0,2174.0,2936.0,2947.0,1882.0,1.77,44.0,1993-05-07,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,129.485641,35.232742,38.0,0.0,
1_1_LT05_032030_19930624_00000000000000000011,592.0,15,899.0,932.0,2652.0,2959.0,2990.0,1720.0,1.77,3.0,1993-06-24,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,120.013893,31.135498,23.0,0.0,
1_1_LT05_032030_19940526_00000000000000000011,781.0,15,1104.0,1134.0,2670.0,3208.0,3032.0,1925.0,1.77,31.0,1994-05-26,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,123.525429,32.489025,82.0,0.0,
1_1_LT05_032030_19940611_00000000000000000011,762.0,15,1104.0,1162.0,2685.0,3297.0,3019.0,1969.0,1.77,3.0,1994-06-11,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,120.119095,31.510403,54.0,0.0,
1_1_LT05_032030_19940627_00000000000000000011,732.0,15,1032.0,1136.0,2433.0,3254.0,3048.0,2081.0,1.77,0.0,1994-06-27,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,118.654907,31.95853,11.0,0.0,
1_1_LT05_032030_19940713_00000000000000000011,715.0,15,951.0,1045.0,2109.0,2338.0,2938.0,1313.0,1.77,64.0,1994-07-13,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,119.631981,33.551651,25.0,0.0,
1_1_LT05_032030_19940814_00000000000000000011,825.0,15,1074.0,1263.0,2189.0,3376.0,3023.0,2259.0,1.77,2.0,1994-08-14,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,127.807533,39.290508,108.0,0.0,
1_1_LT05_032030_19940830_00000000000000000011,1764.0,3,2069.0,2161.0,3360.0,4478.0,2955.0,2811.0,1.77,43.0,1994-08-30,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,133.528946,43.224426,179.0,8.0,
1_1_LT05_032030_19950529_00000000000000000011,558.0,15,906.0,854.0,2190.0,2586.0,2977.0,1581.0,1.77,23.0,1995-05-29,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,118.992622,34.125717,46.0,0.0,
1_1_LT05_032030_19950614_00000000000000000011,500.0,15,821.0,753.0,2475.0,2414.0,3027.0,1330.0,1.77,6.0,1995-06-14,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,115.851234,33.529842,101.0,0.0,
1_1_LT05_032030_19950630_00000000000000000011,579.0,15,883.0,771.0,2754.0,2499.0,2981.0,1427.0,1.77,7.0,1995-06-30,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,114.783981,34.280373,183.0,0.0,
1_1_LT05_032030_19950716_00000000000000000011,561.0,15,910.0,891.0,2483.0,2830.0,2994.0,1616.0,1.77,5.0,1995-07-16,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,116.117844,36.073101,36.0,0.0,
1_1_LT05_032030_19950801_00000000000000000011,615.0,15,955.0,1057.0,2204.0,2947.0,3056.0,1863.0,1.77,0.0,1995-08-01,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,119.593315,38.687656,9.0,0.0,
1_1_LT05_032030_19950817_00000000000000000011,783.0,15,1157.0,1368.0,2321.0,3252.0,3092.0,2148.0,1.77,1.0,1995-08-17,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,124.569954,41.992443,9.0,0.0,
1_1_LT05_032030_19950902_00000000000000000011,779.0,15,1157.0,1426.0,2222.0,3453.0,3080.0,2434.0,1.77,1.0,1995-09-02,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,130.257431,45.927776,9.0,0.0,
1_1_LT05_032030_19960515_00000000000000000011,857.0,15,1152.0,1213.0,2206.0,3228.0,2968.0,2088.0,1.77,17.0,1996-05-15,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,123.73201,35.145744,119.0,0.0,
1_1_LT05_032030_19960531_00000000000000000011,604.0,15,875.0,860.0,2196.0,2865.0,2981.0,1798.0,1.77,1.0,1996-05-31,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,120.069893,32.983894,145.0,0.0,
1_1_LT05_032030_19960702_00000000000000000011,607.0,15,874.0,919.0,2145.0,2840.0,3060.0,1778.0,1.77,0.0,1996-07-02,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,117.455811,33.013729,10.0,0.0,
1_1_LT05_032030_19960718_00000000000000000011,650.0,15,937.0,1036.0,2303.0,3104.0,3100.0,1962.0,1.77,0.0,1996-07-18,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,119.676468,34.721245,14.0,0.0,
1_1_LT05_032030_19960819_00000000000000000011,800.0,15,1112.0,1295.0,2172.0,3440.0,3011.0,2323.0,1.77,4.0,1996-08-19,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,129.662903,40.565754,33.0,0.0,
1_1_LT05_032030_19970806_00000000000000000011,565.0,15,904.0,854.0,2350.0,2628.0,2998.0,1474.5,1.77,51.0,1997-08-06,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,129.828644,35.558487,10.0,0.0,
1_1_LT05_032030_19970822_00000000000000000011,517.0,15,787.0,796.0,2341.0,2532.0,3011.0,1371.0,1.77,19.0,1997-08-22,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,135.523514,39.210701,25.0,0.0,
1_1_LT05_032030_19980505_00000000000000000011,869.0,15,1208.0,1367.0,2421.5,3209.0,3023.0,1961.0,1.77,0.0,1998-05-05,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,135.336105,33.710438,44.0,0.0,
1_1_LT05_032030_19980622_00000000000000000011,548.0,15,849.0,807.0,2328.0,2536.0,3007.0,1405.0,1.77,1.0,1998-06-22,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,125.484528,28.637383,15.0,0.0,
1_1_LT05_032030_19980708_00000000000000000011,588.0,15,891.0,843.0,2473.0,2615.0,3002.0,1431.0,1.77,73.0,1998-07-08,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,125.740776,29.831539,80.0,0.0,
1_1_LT05_032030_19980809_00000000000000000011,629.0,15,859.0,943.0,2140.0,2902.0,3052.0,1688.0,1.77,8.0,1998-08-09,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,133.122833,35.203098,31.0,0.0,
1_1_LT05_032030_19980910_00000000000000000011,712.0,15,985.0,1034.0,2289.0,2915.0,3048.0,1694.0,1.77,0.0,1998-09-10,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,144.531403,43.715721,106.0,0.0,
1_1_LT05_032030_19980926_00000000000000000011,662.0,15,887.0,922.0,1976.0,2760.0,2955.0,1582.0,1.77,2.0,1998-09-26,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,149.747803,48.833851,20.0,0.0,
1_1_LT05_032030_19990508_00000000000000000011,738.0,15,1026.0,1101.0,2230.0,2972.0,2994.0,1743.0,1.77,1.0,1999-05-08,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,135.000687,32.94228,49.0,0.0,
1_1_LT05_032030_19990711_00000000000000000011,550.0,15,834.0,883.0,2361.0,2548.0,3040.0,1425.0,1.77,0.0,1999-07-11,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,125.84388,30.246838,9.0,0.0,
1_1_LT05_032030_19990727_00000000000000000011,621.0,15,903.0,1004.0,2108.0,2899.0,3104.0,1776.0,1.77,0.0,1999-07-27,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,128.862595,32.705536,12.0,0.0,
1_1_LT05_032030_19990913_00000000000000000011,640.0,15,896.0,990.0,1919.0,2859.0,2924.0,1726.0,1.77,20.0,1999-09-13,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,144.827438,44.788055,10.0,0.0,
1_1_LT05_032030_19990929_00000000000000000011,641.0,15,868.0,1025.0,1936.0,3020.0,2924.0,1769.0,1.77,6.0,1999-09-29,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,149.815979,49.964336,9.0,0.0,
1_1_LT05_032030_20000510_00000000000000000011,818.0,15,1177.0,1225.0,2436.0,3199.0,2998.0,1970.0,1.77,44.0,2000-05-10,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,133.249741,32.686676,98.0,0.0,
1_1_LT05_032030_20000713_00000000000000000011,696.0,15,986.0,1069.0,2138.0,3225.0,3108.0,2022.0,1.77,0.0,2000-07-13,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,125.949448,30.702763,15.0,0.0,
1_1_LT05_032030_20000814_00000000000000000011,776.0,15,1066.0,1242.0,2068.0,3304.0,3108.0,2137.0,1.77,2.0,2000-08-14,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,134.649078,36.607803,63.0,0.0,
1_1_LT05_032030_20000830_00000000000000000011,656.0,15,871.0,1063.0,1659.0,2456.0,3068.0,1543.0,1.77,10.0,2000-08-30,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,140.495926,40.740139,9.0,0.0,
1_1_LT05_032030_20000915_00000000000000000011,826.0,15,1120.0,1428.0,2078.0,3369.0,3040.0,2246.0,1.77,0.0,2000-09-15,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,146.203262,45.504539,9.0,0.0,
1_1_LT05_032030_20010513_00000000000000000011,714.0,15,968.0,1024.0,2033.0,2966.0,3056.0,1962.0,1.77,0.0,2001-05-13,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,134.275589,31.488453,125.0,0.0,
1_1_LT05_032030_20010716_00000000000000000011,571.0,15,837.0,856.0,2109.0,2896.0,3080.0,1790.0,1.77,10.0,2001-07-16,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,127.550468,30.623177,34.0,0.0,
1_1_LT05_032030_20010801_00000000000000000011,602.0,15,863.0,913.0,2144.0,3087.0,3072.0,1843.0,1.77,19.0,2001-08-01,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,131.283722,33.379002,72.0,0.0,
1_1_LT05_032030_20010817_00000000000000000011,700.0,15,958.0,1122.0,2045.0,3300.0,3108.0,2078.0,1.77,3.0,2001-08-17,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,136.473053,36.967613,66.0,0.0,
1_1_LT05_032030_20010902_00000000000000000011,801.0,15,1067.0,1298.0,2135.0,3504.0,3119.0,2209.0,1.77,0.0,2001-09-02,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,142.198257,41.296154,75.0,0.0,
1_1_LT05_032030_20020905_00000000000000000011,904.0,15,1097.0,1300.0,1856.0,3455.0,3150.0,2474.0,1.77,0.0,2002-09-05,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,141.152649,42.793022,118.0,0.0,
1_1_LT05_032030_20030604_00000000000000000011,663.0,15,989.0,975.0,2356.0,2852.0,3019.0,1831.0,1.77,22.0,2003-06-04,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,127.278595,29.208298,141.0,0.0,
1_1_LT05_032030_20030706_00000000000000000011,666.0,15,899.0,1025.0,1951.0,2946.0,3040.0,2016.0,1.77,1.0,2003-07-06,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,124.872055,29.884628,31.0,0.0,
1_1_LT05_032030_20030807_00000000000000000011,897.0,15,1237.0,1542.0,2286.0,3515.0,3072.0,2273.0,1.77,9.0,2003-08-07,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,131.831924,34.947735,123.0,0.0,
1_1_LT05_032030_20030823_00000000000000000011,850.0,15,1192.0,1544.0,2225.0,3529.0,3123.0,2408.0,1.77,0.0,2003-08-23,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,137.447678,38.718098,9.0,0.0,
1_1_LT05_032030_20030924_00000000000000000011,851.0,15,1152.0,1399.0,1975.0,3493.0,2951.0,2331.0,1.77,0.0,2003-09-24,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,148.694397,48.21862,8.0,0.0,
1_1_LT05_032030_20040505_00000000000000000011,1325.0,15,1650.0,1911.0,2573.0,4149.0,3076.0,2977.0,1.77,2.0,2004-05-05,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,136.303986,33.19252,85.0,0.0,
1_1_LT05_032030_20040521_00000000000000000011,1018.0,15,1329.0,1548.0,2154.0,3780.0,3032.0,2660.0,1.77,2.0,2004-05-21,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,132.429199,29.904392,54.0,0.0,
1_1_LT05_032030_20040622_00000000000000000011,798.0,15,1114.0,1169.0,2166.0,3604.0,3096.0,2538.0,1.77,0.0,2004-06-22,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,126.822708,28.104271,190.0,0.0,
1_1_LT05_032030_20040825_00000000000000000011,836.0,15,1087.0,1323.0,1970.0,3607.0,3096.0,2577.0,1.77,3.0,2004-08-25,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,140.599472,38.700241,16.0,0.0,
1_1_LT05_032030_20040910_00000000000000000011,846.0,15,1082.0,1243.0,1929.0,3433.0,3044.0,2416.0,1.77,72.0,2004-09-10,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,146.38475,43.363121,10.0,0.0,
1_1_LT05_032030_20040926_00000000000000000011,619.0,15,861.0,905.0,1855.0,2969.0,2977.0,1952.0,1.77,0.0,2004-09-26,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,151.557251,48.539925,83.0,0.0,
1_1_LT05_032030_20050625_00000000000000000011,766.0,15,1087.0,1121.0,2759.0,3182.0,3015.0,1964.0,1.77,24.0,2005-06-25,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,128.914047,27.404705,244.0,0.0,
1_1_LT05_032030_20050711_00000000000000000011,777.0,15,1107.0,1338.0,2355.0,3324.0,3023.0,2166.0,1.77,13.0,2005-07-11,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,129.602356,28.86491,14.0,0.0,
1_1_LT05_032030_20050727_00000000000000000011,757.0,15,1138.0,1369.0,2274.0,3443.0,3040.0,2368.0,1.77,3.0,2005-07-27,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,132.722427,31.376324,13.0,0.0,
1_1_LT05_032030_20050828_00000000000000000011,834.0,15,1153.0,1348.0,2064.0,3414.0,3131.0,2438.0,1.77,0.0,2005-08-28,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,143.137772,38.991219,9.0,0.0,
1_1_LT05_032030_20050913_00000000000000000011,1262.0,4,1568.0,1676.0,2631.0,3603.0,2929.0,2497.0,1.77,12.0,2005-09-13,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,148.658875,43.85955,67.0,0.0,
1_1_LT05_032030_20060511_00000000000000000011,896.0,15,1174.0,1310.0,2439.0,3756.0,2986.0,2632.0,1.77,42.0,2006-05-11,733,9.0,43.94609966730102,-101.85520095920872,15.49,0.0,LANDSAT_5,139.528976,30.453835,179.0,0.0,
